timestamp,apiTime,applicationTime,databaseTime,endpointUrl,queueSizeForward,queueSizeBack,replicaId
1655459308862,6956,72,71,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459302000,13,7,7,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459302025,9,3,3,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459308686,6715,67,67,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459308935,6950,70,70,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459302090,19,13,13,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459302100,14,5,4,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459308753,6716,79,79,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459309006,6910,70,70,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459308834,6717,75,75,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459302204,40,31,30,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459302220,19,14,13,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459309077,6923,62,61,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459302277,13,5,5,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459308910,6724,84,83,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459302312,12,6,6,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459309140,6899,73,73,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459308995,6746,89,89,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459302350,13,6,6,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309214,6899,70,70,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459302400,13,8,7,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459302424,19,13,13,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309085,6735,80,79,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459309285,6896,68,67,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459302489,12,7,6,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459302499,11,4,4,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309165,6735,73,73,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459309354,6900,72,71,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459302563,10,5,4,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459302570,15,9,8,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309239,6723,87,87,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459309426,6887,66,66,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459302639,12,7,6,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459302642,18,13,13,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459302718,19,10,10,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459302719,14,8,7,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309327,6674,81,81,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459309493,6841,84,83,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309409,6703,76,76,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459302802,10,5,4,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459302809,12,7,6,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309577,6829,68,67,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309486,6704,73,73,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459302888,12,7,6,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459309645,6811,74,73,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459302924,33,27,26,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309559,6701,79,79,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459302978,14,8,8,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303009,21,7,7,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309721,6811,79,78,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309639,6705,72,71,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303052,9,4,3,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459309802,6819,84,83,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459303082,10,4,4,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309712,6704,72,71,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303131,10,5,4,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459309887,6826,85,84,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459303158,15,8,7,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309784,6713,83,82,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303221,18,10,7,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459309972,6834,89,88,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309868,6717,71,70,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303254,11,6,6,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459303295,9,4,3,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459310061,6827,73,72,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459309939,6693,70,70,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303335,18,7,7,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459303368,14,8,8,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459310135,6844,104,103,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459303415,12,7,6,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459303439,9,4,4,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459310010,6651,91,90,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303490,10,4,4,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310239,6825,73,73,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310102,6682,93,93,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303536,12,6,6,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459310313,6820,63,63,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459303573,14,8,8,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310196,6688,79,79,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303606,10,4,4,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459310377,6811,69,68,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459303652,12,7,7,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310276,6683,73,73,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303691,15,10,9,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303726,13,8,7,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310447,6780,65,64,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310350,6661,73,73,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303774,12,6,6,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303801,16,11,10,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310512,6773,69,68,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310424,6680,99,99,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303852,11,7,6,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303876,23,10,10,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310582,6772,73,72,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310524,6683,80,80,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459303939,14,8,7,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459310655,6791,80,79,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459303963,17,6,6,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310605,6688,79,79,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304012,13,7,7,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304041,12,6,6,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310735,6770,78,77,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310685,6688,85,84,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304097,15,10,10,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459310813,6782,78,78,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459304122,12,7,7,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310770,6684,72,71,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304182,12,5,5,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304191,9,4,4,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310892,6766,75,74,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310842,6684,76,76,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304253,14,7,7,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304267,15,7,7,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310967,6765,78,78,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310919,6683,76,76,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304334,29,23,19,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304350,18,7,7,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311046,6757,71,70,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459310996,6690,81,80,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304413,11,6,5,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304427,11,6,5,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311118,6754,82,81,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311078,6681,78,78,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304490,18,11,10,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304503,10,4,4,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311201,6762,80,79,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311157,6687,78,78,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304567,20,13,13,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304588,21,15,14,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311282,6753,79,78,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311236,6681,75,75,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304643,15,9,9,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304659,17,9,9,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311361,6749,74,74,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311312,6689,73,72,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304711,14,4,4,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304729,10,4,4,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311436,6756,79,78,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311385,6691,80,80,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304783,11,6,5,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304806,13,5,5,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459304843,15,10,9,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459311515,6742,79,77,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311466,6684,77,76,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304880,13,7,7,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311595,6757,81,81,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459304931,16,11,11,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459311543,6687,78,76,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459304951,14,8,8,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459305004,10,4,4,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459311677,6749,74,73,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311622,6686,72,72,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305023,11,5,5,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459305076,10,5,4,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459311751,6750,80,79,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459305099,11,5,5,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311695,6672,80,79,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305159,23,9,9,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459311832,6765,86,85,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459305175,12,4,4,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311776,6688,80,80,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459311918,6776,73,73,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459305223,13,9,9,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459311857,6691,67,67,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305251,12,7,6,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311992,6793,87,87,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459305311,25,10,9,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459311925,6686,72,72,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305328,9,4,4,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459312080,6812,85,85,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459311999,6685,73,73,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305403,12,6,6,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305413,12,7,6,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459312166,6809,85,85,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459312073,6693,79,78,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305474,14,6,5,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305478,12,8,8,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459312252,6821,78,78,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459312152,6700,77,77,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305551,18,10,9,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305558,18,11,9,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459312331,6834,84,84,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459312230,6697,71,71,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305623,16,10,9,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305629,14,7,6,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459312416,6830,82,81,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459312302,6693,70,69,get-stock-users-and-companies,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305691,13,6,5,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
1655459305724,13,6,6,get-stock-data,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459312499,6841,72,72,get-stock-users-and-companies,0,0,c0f96404-917f-4b2a-91ad-af7f65eec7f9
1655459305757,12,6,5,get-stock-data,0,0,aff57dcc-1aec-4fac-90dc-d20dc6d748a7
